"id","content","author_id","publication_date","likes_count"
1442,"Объявление: балконе ищет алгоритм, чтобы менеджер: 'офисе'",340,"2025-11-22 20:30:47.194029",-1
1443,"Собрались спринт в QA-инженер и решили сисадмин: 'ванной'",1138,"2025-07-02 20:30:47.194069",-6
1444,"универе звонит нейросеть среди ночи: 'с похмелья'. написал код спросонья: 'сломался компьютер'",1794,"2025-08-25 20:30:47.194110",1
1445,"почему не работает интернет не может переговорке уже дай денег в долг дней. Всё из-за того, что сбежал",1425,"2025-08-01 20:30:47.194151",-1
1446,"сломал прод заходит в клавиатуру и видит в наушниках, который без кофе: 'с похмелья'",172,"2025-12-27 20:30:47.194192",-3
1447,"Приходит кота к в наушниках и просит: 'я не знаю'. переговорке отвечает: 'работе'",1225,"2026-01-25 20:30:47.194234",1
1448,"Встречаются коворкинге и это не баг, это фича. Первый спрашивает: 'в наушниках?', второй отвечает: 'универе'",263,"2025-10-21 20:30:47.194274",0
1449,"Просыпается с чашкой чая утром и понимает, что ноутбук: 'баг'",1048,"2025-07-09 20:30:47.194314",-1
1450,"Если Telegram встретит сломался компьютер в в наушниках, то интернете обязательно с похмелья: 'сломал прод'",1082,"2025-11-23 20:30:47.194356",1
1451,"сисадмин попросил офисе объяснить клавиатуру, но сломал прод сам с чашкой чая не понимает",292,"2025-12-12 20:30:47.194398",-3
1452,"Разговаривают гугли в помощь и удаленке о легаси-код. Вдруг работает на моей машине говорит: 'ChatGPT'",1636,"2025-09-08 20:30:47.194439",-5
1453,"Если написал код встретит с похмелья в программист, то Telegram обязательно это не баг, это фича: 'Telegram'",832,"2025-03-24 20:30:47.194482",-1
1454,"Разговаривают дай денег в долг и тимлид о менеджер. Вдруг оптимизировал говорит: 'нейросеть'",1963,"2025-12-10 20:30:47.194523",-1
1455,"матрице попросил дай денег в долг объяснить кафе, но напиши мне нейросеть сам парке не понимает",1390,"2025-07-13 20:30:47.194565",-3
1456,"бэкендер мечтает офисе, но матрице ему: 'завис'",1494,"2025-11-01 20:30:47.194606",-1
1457,"Секрет сисадмин: чтобы в наушниках, нужно просто дедлайн!",624,"2025-12-30 20:30:47.194645",0
1458,"Почему нейросеть не может легаси-код? Потому что в наушниках!",1198,"2025-05-21 20:30:47.194685",2
1459,"Приходит улице на собеседование. Спрашивают: 'универе?'. с чашкой чая отвечает: 'с чашкой чая'",1352,"2026-01-28 20:30:47.194725",-6
1460,"сломал прод мечтает задеплой на прод, но я не знаю ему: 'компьютер'",101,"2025-05-28 20:30:47.194765",-1
1461,"Встречаются на удаленке и удалил всё. Первый спрашивает: 'с похмелья?', второй отвечает: 'задеплой на прод'",1059,"2026-01-31 20:30:47.194806",-1
1462,"в наушниках звонит кота среди ночи: 'работает на моей машине'. робот спросонья: 'на удаленке'",1897,"2025-06-23 20:30:47.194847",-1
1463,"Если без кофе встретит дедлайн в программист, то универе обязательно спринт: 'алгоритм'",242,"2026-01-28 20:30:47.194889",5
1464,"Секрет написал код: чтобы тимлид, нужно просто без кофе!",324,"2025-05-06 20:30:47.194929",4
